"id";"game_image";"appid";"game_name";"release_date";"developer";"publisher";"genre";"price"
730;"";38430;"Kingpin — Life of Crime";"2009-08-19";"Xatrix Entertainment";"Interplay Inc.";"[1]";6.99
731;"";38450;"MDK";"2009-09-17";"Shiny Entertainment";"Interplay Inc.";"[1]";6.99
732;"";38460;"MDK 2";"2009-09-17";"BioWare Corporation";"Interplay Inc.";"[1]";6.99
733;"";38490;"Earthworm Jim 2";"2009-11-04";"Shiny Entertainment";"Interplay Inc.";"[1, 9]";14.99
734;"";38600;"Faerie Solitaire";"2010-09-17";"Subsoap";"Subsoap";"[6, 2]";6.99
735;"";38700;"Toki Tori";"2010-01-28";"Two Tribes";"Two Tribes Publishing";"[6, 2]";3.99
736;"";38720;"RUSH";"2010-12-03";"Two Tribes";"Two Tribes Publishing";"[6, 3]";3.99
737;"";38740;"EDGE";"2011-08-11";"Two Tribes";"Two Tribes Publishing";"[1, 2]";4.99
738;"";39000;"Moonbase Alpha";"2010-07-06";"Virtual Heroes;Army Game Studio";"NASA";"[9, 3]";0.0
739;"";39110;"SEASON OF MYSTERY: The Cherry Blossom Murders";"2010-02-03";"SQUARE ENIX";"Square Enix";"[6]";2.99
740;"";39120;"RIFT";"2011-03-01";"Trion Worlds";"Trion Worlds";"[12, 4]";0.0
741;"";39140;"FINAL FANTASY VII";"2013-07-04";"Square Enix";"Square Enix";"[4]";9.99
742;"";39150;"FINAL FANTASY VIII";"2013-12-05";"Square Enix";"Square Enix";"[4]";9.99
743;"";39190;"Dungeon Siege";"2011-04-05";"Gas Powered Games";"Square Enix";"[4]";4.99
744;"";39200;"Dungeon Siege II";"2005-08-16";"Gas Powered Games";"Square Enix";"[4]";4.99
745;"";39210;"FINAL FANTASY XIV Online";"2014-02-18";"Square Enix";"Square Enix";"[15, 4]";9.99
746;"";39500;"Gothic® 3";"2009-12-02";"Piranha Bytes";"THQ Nordic";"[1, 4]";8.99
747;"";39510;"Gothic II: Gold Edition";"2010-01-13";"Piranha Bytes";"THQ Nordic";"[1, 4]";8.99
748;"";39520;"The Guild Gold Edition";"2014-09-09";"4HEAD Studios";"THQ Nordic";"[7, 3]";8.99
749;"";39540;"SpellForce - Platinum Edition";"2009-11-03";"Phenomic";"THQ Nordic";"[1, 4]";8.99
750;"";39560;"Painkiller: Resurrection";"2009-10-27";"Homegrown Games";"THQ Nordic";"[1]";8.99
751;"";39630;"AquaNox";"2010-04-20";"THQ Nordic";"THQ Nordic";"[1]";4.49
752;"";39640;"AquaNox 2: Revelation";"2010-04-20";"THQ Nordic";"THQ Nordic";"[1]";4.49
753;"";39650;"The Guild II";"2010-06-24";"4 Head Studios";"THQ Nordic";"[7, 3]";8.99
754;"";39660;"The Guild II - Pirates of the European Seas";"2010-06-24";"4 Head Studios";"THQ Nordic";"[7, 3]";8.99
755;"";39670;"Chaser";"2010-07-16";"Cauldron";"THQ Nordic";"[1]";4.49
756;"";39680;"The Guild II Renaissance";"2010-07-28";"Rune Forge";"THQ Nordic";"[7, 3]";8.99
757;"";39690;"ArcaniA";"2010-10-11";"Spellbound Studios";"THQ Nordic";"[4]";17.99
758;"";39800;"Nation Red";"2009-09-03";"DiezelPower";"DiezelPower";"[1, 2]";1.79
759;"";39900;"Coniclysm";"2010-03-26";"ZoopTEK";"ZoopTEK";"[1]";3.99
760;"";40100;"Supreme Commander 2";"2010-03-01";"Gas Powered Games";"Square Enix";"[3]";8.99
761;"";40200;"ItzaBitza";"2009-10-01";"Sabi Games";"Sabi Games";"[6]";6.99
762;"";40210;"ItzaZoo";"2009-12-09";"Sabi Games";"Sabi Games";"[6]";6.99
763;"";40300;"Risen";"2009-10-02";"Piranha Bytes";"Deep Silver";"[4]";7.99
764;"";40320;"Rush for Berlin Gold";"2009-10-29";"Stormregion";"Deep Silver";"[3]";3.99
765;"";40330;"Secret Files: Tunguska";"2009-10-29";"Animation Arts";"Deep Silver";"[9]";7.99
766;"";40340;"Secret Files 2: Puritas Cordis";"2009-10-29";"Animation Arts";"Deep Silver";"[9]";7.99
767;"";40350;"Lost Horizon";"2010-09-24";"Animation Arts";"Deep Silver";"[9]";7.99
768;"";40380;"nail'd";"2010-11-30";"Techland";"Deep Silver";"[8]";3.99
769;"";40390;"Risen 2: Dark Waters";"2012-04-26";"Piranha Bytes";"Deep Silver";"[4]";7.99
770;"";40400;"AI War: Fleet Command";"2009-10-21";"Arcen Games, LLC";"Arcen Games, LLC";"[2, 3]";6.99
771;"";40420;"Tidalis";"2010-07-16";"Arcen Games, LLC";"Arcen Games, LLC";"[6, 2]";3.99
772;"";40500;"Sacraboar";"2009-11-06";"Makivision Games";"Makivision Games";"[1, 2]";2.09
773;"";40700;"Machinarium";"2009-10-16";"Amanita Design";"Amanita Design";"[9, 2]";7.99
774;"";40720;"Samorost 2";"2009-12-10";"Amanita Design";"Amanita Design";"[9, 2]";3.99
775;"";40930;"The Misadventures of P.B. Winterbottom";"2010-04-20";"The Odd Gentlemen";"2K";"[9, 2]";3.99
776;"";40950;"Stronghold HD";"2013-10-21";"FireFly Studios";"FireFly Studios";"[7, 3]";3.49
777;"";40970;"Stronghold Crusader HD";"2013-10-21";"FireFly Studios";"FireFly Studios";"[7, 3]";7.49
778;"";40980;"Stronghold Legends: Steam Edition";"2016-09-15";"FireFly Studios";"FireFly Studios";"[7, 3]";11.99
779;"";40990;"Mafia";"2002-08-28";"Illusion Softworks";"2K";"[10, 9]";7.99
780;"";41000;"Serious Sam HD: The First Encounter";"2009-11-24";"Croteam";"Devolver Digital";"[1, 2]";10.99
781;"";41100;"Hammerfight";"2009-10-28";"Konstantin Koshutin";"KranX Productions";"[1, 2]";3.99
782;"";41300;"Altitude";"2009-12-04";"Nimbly Games";"Nimbly Games";"[1, 2]";0.0
783;"";41400;"Doom Rails";"2009-11-04";"Dream Forge Entertainment, LLC";"Dream Forge Entertainment, LLC";"[1, 2]";1.99
784;"";41500;"Torchlight";"2009-10-27";"Runic Games";"Runic Games";"[4]";10.99
785;"";41600;"Earthworm Jim 3D";"2009-11-04";"VIS Interactive";"Interplay Inc.";"[1, 9]";14.99
786;"";41660;"Tommy Tronic";"2010-10-28";"Oasis Games";"Interplay Inc.";"[1, 2]";6.99
787;"";41680;"Death and the Fly";"2011-05-23";"Independent Programmist Group";"Interplay Inc.";"[2]";6.99
788;"";41700;"S.T.A.L.K.E.R.: Call of Pripyat";"2010-02-11";"GSC Game World";"GSC Game World";"[1, 4]";12.99
789;"";41740;"Cargo! The Quest for Gravity";"2011-04-21";"Ice-Pick Lodge";"Ice-Pick Lodge;bitComposer Games;Viva Media;Nordic Games";"[1, 7]";6.99
790;"";41800;"Gratuitous Space Battles";"2009-11-16";"Positech Games";"Positech Games";"[2, 3]";10.99
791;"";41900;"The Bard's Tale";"2009-12-11";"inXile Entertainment";"inXile Entertainment";"[1, 4]";6.99
792;"";42000;"Trino";"2011-01-27";"Trinoteam";"LoadComplete";"[6, 2]";3.49
793;"";42120;"Lead and Gold: Gangs of the Wild West";"2010-04-08";"Fatshark";"Fatshark";"[1]";7.99
794;"";42140;"Hamilton's Great Adventure";"2011-05-31";"Fatshark";"Fatshark";"[9, 2]";6.99
795;"";42170;"Krater";"2012-06-12";"Fatshark";"Fatshark";"[1, 3]";10.99
796;"";42210;"Nancy Drew®: Secrets Can Kill REMASTERED";"2011-07-25";"HeR Interactive";"HeR Interactive";"[9]";5.19
797;"";42220;"Nancy Drew®: The Captive Curse";"2011-07-25";"HeR Interactive";"HeR Interactive";"[9]";5.19
798;"";42230;"Nancy Drew®: Trail of the Twister";"2011-07-25";"HeR Interactive";"HeR Interactive";"[9]";4.99
799;"";42500;"DogFighter";"2010-06-14";"Dark Water Studios Ltd";"Instinct Software Ltd.";"[1, 2]";1.99
800;"";42670;"Singularity™";"2010-06-30";"Raven Software";"Activision";"[1]";14.99
801;"";42700;"Call of Duty®: Black Ops";"2010-11-08";"Treyarch";"Activision";"[1]";29.99
802;"";42810;"For The Glory: A Europa Universalis Game";"2009-11-11";"Crystal Empire Games";"Paradox Interactive";"[3]";7.99
803;"";42850;"Arsenal of Democracy: A Hearts of Iron Game";"2010-02-23";"BL-Logic";"Paradox Interactive";"[3]";7.99
804;"";42890;"Sword of the Stars: Complete Collection";"2010-06-04";"Kerberos Productions Inc.";"Paradox Interactive";"[3]";7.99
805;"";42910;"Magicka";"2011-01-25";"Arrowhead Game Studios";"Paradox Interactive";"[1, 4]";7.99
806;"";42920;"The Kings' Crusade";"2010-10-08";"NeoCoreGames";"Paradox Interactive";"[3]";7.99
807;"";42930;"Elven Legacy: Magic";"2009-12-03";"1C:InoCo";"1C Entertainment";"[3]";1.59
808;"";42940;"Elven Legacy: Siege";"2009-11-17";"1C:InoCo";"1C Entertainment";"[3]";1.59
809;"";42950;"Elven Legacy: Ranger";"2009-10-20";"1C:InoCo";"1C Entertainment";"[3]";1.59
810;"";42960;"Victoria II";"2010-08-30";"Paradox Development Studio";"Paradox Interactive";"[3]";14.99
811;"";42980;"Victoria I Complete";"2010-08-20";"Paradox Development Studio";"Paradox Interactive";"[3]";7.99
812;"";42990;"Sword of the Stars II: Enhanced Edition";"2012-11-30";"Kerberos Productions";"Paradox Interactive";"[3]";14.99
813;"";43000;"Front Mission Evolved";"2010-10-07";"Double Helix Games";"Square Enix";"[1]";7.99
814;"";43100;"World of Zoo";"2009-10-30";"Blue Fang";"HandyGames";"[7]";4.99
815;"";43190;"The Haunted: Hells Reach";"2011-10-24";"KTX Software";"Signo & Arte";"[1, 2]";5.99
816;"";43500;"M.U.D. TV";"2010-04-19";"Realmforge Studios";"Kalypso Media Digital";"[7, 3]";7.99
817;"";43600;"Nancy Drew®: Warnings at Waverly Academy";"2010-01-13";"HeR Interactive";"HeR Interactive";"[9]";5.19
818;"";44100;"Super Laser  Racer";"2010-02-18";"New Star Games Ltd";"New Star Games Ltd";"[1, 8]";2.99
819;"";44350;"GRID 2";"2013-05-27";"Codemasters Racing;Feral Interactive (Mac)";"Codemasters;Feral Interactive (Mac)";"[8, 13]";19.98
820;"";44360;"F1 2011";"2011-09-19";"Codemasters Birmingham";"Codemasters";"[8, 13]";9.99
821;"";44600;"GTR - FIA GT Racing Game";"2012-09-25";"SimBin Studios AB";"SimBin";"[8, 13]";3.99
822;"";44680;"RACE Injection";"2011-11-18";"SimBin Studios AB";"RaceRoom Entertainment AG;SimBin";"[8]";8.99
823;"";44690;"GT Legends";"2012-11-28";"SimBin Studios AB";"SimBin";"[8, 13]";4.99
824;"";45000;"Sol Survivor";"2010-03-15";"Cadenza Interactive";"Cadenza Interactive";"[2, 3]";7.19
825;"";45100;"Secret of the Magic Crystals";"2010-02-03";"Artery Games";"Artery Games";"[6, 2]";3.99
826;"";45300;"Wings of Prey";"2010-01-08";"Gaijin Entertainment";"Gaijin Entertainment";"[7]";6.99
827;"";45400;"Fortix";"2010-04-14";"Nemesys Games";"Nemesys Games";"[2]";0.99
828;"";45410;"Ignite";"2011-10-28";"Nemesys Games";"Nemesys Games";"[8]";6.99
829;"";45420;"Land It!";"2016-08-01";"Nemesys Games";"Nemesys Games";"[6, 7]";6.99
830;"";45450;"Fortix 2";"2011-05-06";"Nemesys Games";"Nemesys Games";"[6, 2]";1.59
831;"";45700;"Devil May Cry 4";"2009-12-22";"Capcom";"Capcom";"[1, 9]";15.99
832;"";45710;"Dark Void™";"2010-01-22";"Airtight Games";"Capcom";"[1, 9]";6.49
833;"";45720;"Lost Planet: Extreme Condition Colonies Edition";"2010-02-11";"CAPCOM CO., LTD.";"Capcom";"[1, 9]";12.99
834;"";45730;"Dark Void™ Zero";"2010-04-12";"Other Ocean Interactive";"Capcom";"[1, 9]";2.99
835;"";45740;"Dead Rising® 2";"2010-09-27";"Capcom Vancouver";"Capcom";"[1, 9]";14.99
836;"";45750;"Lost Planet® 2";"2010-10-15";"CAPCOM CO., LTD.";"Capcom";"[1, 9]";12.99
837;"";45760;"Ultra Street Fighter® IV";"2014-08-07";"Capcom";"Capcom";"[1]";22.99
838;"";45770;"Dead Rising 2: Off the Record";"2011-10-11";"Capcom Vancouver";"Capcom";"[1, 9]";14.99
839;"";46000;"Bob Came in Pieces";"2010-01-22";"Ludosity";"Ludosity";"[9, 2]";3.99
840;"";46200;"A.I.M. Racing";"2010-01-22";"SkyRiver Studios";"1C Entertainment";"[1, 8]";0.0
841;"";46250;"NecroVisioN: Lost Company";"2010-02-19";"The Farm 51";"1C Entertainment";"[1]";4.99
842;"";46260;"Star Wolves 3: Civil War";"2010-03-02";"Elite Games Team";"1C Entertainment";"[4, 3]";3.99
843;"";46270;"Star Wolves";"2010-03-02";"X-Bow Software";"1C Entertainment";"[4, 3]";2.79
844;"";46280;"Star Wolves 2";"2010-03-02";"X-Bow Software";"1C Entertainment";"[4, 3]";2.79
845;"";46290;"Theatre of War";"2010-07-09";"1C Entertainment";"1C Entertainment";"[3]";2.79
846;"";46340;"Theatre of War 2: Africa 1943";"2010-07-09";"1C Entertainment";"1C Entertainment";"[7, 3]";3.99
847;"";46350;"Real Warfare 1242";"2011-11-30";"Unicorn Games Studio";"1C Entertainment";"[3]";2.79
848;"";46360;"Theatre of War 2: Kursk 1943";"2010-07-09";"1C Entertainment";"1C Entertainment";"[7, 3]";3.99
849;"";46370;"Rig n Roll";"2010-07-09";"SoftLab-NSK";"1C Entertainment";"[7]";3.99
850;"";46380;"Reign: Conflict of Nations";"2010-07-12";"Lesta Studio";"1C Entertainment";"[3]";2.79
851;"";46400;"Greed: Black Border";"2010-01-13";"Headup Games;Clockstone";"Headup Games";"[1, 4]";3.99
852;"";46410;"Avencast: Rise of the Mage";"2010-03-17";"ClockStone Studios";"Meridian4";"[1, 4]";6.99
853;"";46440;"Future Wars";"2010-07-15";"Radon Labs";"Radon Labs";"[3]";3.99
854;"";46450;"Grotesque Tactics: Evil Heroes";"2010-10-15";"Silent Dreams";"Headup";"[2, 3]";6.99
855;"";46480;"Still Life";"2011-06-01";"Microids";"Microids";"[9]";5.59
856;"";46490;"Still Life 2";"2011-06-01";"Microids";"Microids";"[9]";5.59
857;"";46500;"Syberia";"2011-05-19";"Microids";"Microids";"[9, 6]";9.99
858;"";46510;"Syberia II";"2011-05-19";"Microids";"Microids";"[9]";9.99
859;"";46520;"Wasteland Angel";"2011-09-01";"Octane Games;Meridian4";"Meridian4";"[1, 2]";6.99
860;"";46540;"Trapped Dead";"2011-07-15";"Headup Games / Crenetic";"Headup Games ";"[1, 3]";3.99
861;"";46550;"Post Mortem";"2011-08-26";"MC2";"Microids";"[9]";5.59
862;"";46570;"Grotesque Tactics 2 – Dungeons and Donuts";"2011-11-21";"Silent Dreams";"Headup";"[9, 3]";6.99
863;"";46600;"Swarm Arena";"2010-08-19";"Dedication Games";"Dedication Games";"[1, 2]";2.89
864;"";46700;"Ironclads: American Civil War";"2010-04-28";"Totem Games";"Strategy First";"[3]";34.95
865;"";46710;"Ironclads: High Seas";"2010-04-28";"Totem Games";"Strategy First";"[3]";34.95
866;"";46720;"Dimensity";"2010-07-21";"Dagger Games";"Strategy First";"[4]";6.99
867;"";46730;"Hazen: The Dark Whispers";"2010-04-28";"Dagger Games";"Strategy First";"[4]";7.99
868;"";46740;"World Basketball Manager 2010";"2010-04-21";"Icehole Games";"Strategy First";"[7]";2.09
869;"";46750;"Dark Fall: Lost Souls";"2010-04-21";"Darkling Room";"Iceberg Interactive";"[9, 2]";9.99
870;"";46760;"Ironclads: Schleswig War 1864";"2011-06-21";"Totem Games";"Strategy First";"[3]";34.95
871;"";46770;"Making History II: The War of the World";"2010-08-27";"Muzzy Lane Software";"Factus Games";"[2, 3]";10.99
872;"";46790;"Armada 2526";"2011-04-08";"Ntronium Games";"Iceberg Interactive";"[3]";10.99
873;"";46830;"Ironclads: Anglo Russian War 1866";"2011-06-21";"Totem games";"Strategy First";"[3]";34.95
874;"";46840;"Ironclads: Chincha Islands War 1866";"2011-06-21";"Totem Games";"Strategy First";"[3]";34.95
875;"";46850;"Zombie Pirates";"2011-04-20";"Dust Devil Studios Inc.";"Strategy First";"[6]";10.99
876;"";47110;"Escape From Paradise ";"2010-07-08";"Gogii";"iWin";"[1]";6.99
877;"";47120;"Escape From Paradise 2";"2010-07-08";"Gogiii";"iWin";"[1]";6.99
878;"";47130;"Book of Legends";"2010-07-08";"Gogii";"iWin";"[9]";6.99
879;"";47400;"Stronghold 3 Gold";"2012-05-25";"FireFly Studios";"FireFly Studios";"[7, 3]";0.0
880;"";47410;"Stronghold Kingdoms";"2012-02-27";"FireFly Studios";"FireFly Studios";"[12, 3]";0.0
881;"";47700;"Command & Conquer 4: Tiberian Twilight";"2010-03-18";"EA Los Angeles";"Electronic Arts";"[3]";9.99
882;"";47730;"Dragon Age™: Origins Awakening";"2010-03-18";"BioWare";"Electronic Arts";"[4]";9.99
883;"";47780;"Dead Space™ 2";"2011-01-27";"Visceral Games";"Electronic Arts";"[1]";14.99
884;"";47790;"Medal of Honor™";"2010-10-12";"Electronic Arts";"Electronic Arts";"[1]";14.99
885;"";47800;"RISK™: Factions";"2011-03-08";"Stainless Games";"Electronic Arts";"[3]";7.99
886;"";47810;"Dragon Age: Origins - Ultimate Edition";"2010-10-29";"BioWare";"Electronic Arts";"[4]";19.99
887;"";47870;"Need For Speed: Hot Pursuit";"2010-12-14";"Criterion Games";"Electronic Arts";"[8]";14.99
888;"";47890;"The Sims™ 3";"2011-01-27";"The Sims Studio";"Electronic Arts";"[7]";24.99
889;"";47920;"Shift 2 Unleashed";"2011-03-31";"Slightly Mad Studios";"Electronic Arts";"[8]";19.99
890;"";48000;"LIMBO";"2011-08-02";"Playdead";"Playdead";"[9, 2]";6.99
891;"";48110;"Silent Hunter 5®: Battle of the Atlantic";"2010-03-01";"Ubisoft Romania";"Ubisoft";"[7]";25.99
892;"";48150;"Voodoo Dice";"2010-07-15";"Exkee";"Ubisoft";"[6]";8.59
893;"";48190;"Assassin’s Creed® Brotherhood";"2011-03-17";"Ubisoft Montreal";"Ubisoft";"[1, 9]";12.49
894;"";48240;"Anno 2070™";"2011-11-17";"Blue Byte;Related Designs";"Ubisoft";"[3]";16.99
895;"";48700;"Mount & Blade: Warband";"2010-03-31";"TaleWorlds Entertainment";"TaleWorlds Entertainment";"[1, 4]";14.99
896;"";48720;"Mount & Blade: With Fire & Sword";"2011-05-03";"TaleWorlds Entertainment";"TaleWorlds Entertainment";"[1, 4]";7.99
897;"";48800;"Ship Simulator Extremes";"2010-08-27";"VStep";"Paradox Interactive";"[7]";14.99
898;"";48950;"Greed Corp";"2010-12-10";"Vanguard Games";"Vanguard Entertainment Group";"[3]";6.99
899;"";49000;"Hotel Dash™ Suite Success™";"2010-05-06";"PlayFirst";"PlayFirst";"[6]";4.99
900;"";49300;"Commander: Conquest of the Americas";"2010-07-30";"Nitro Games";"Nitro Games";"[3]";7.99
901;"";49320;"Woody Two-Legs: Attack of the Zombie Pirates";"2010-11-02";"Nitro Games";"Nitro Games";"[6]";3.99
902;"";49470;"Magic: The Gathering - Duels of the Planeswalkers 2012";"2011-06-15";"Stainless Games Ltd";"Wizards of the Coast LLC";"[3]";0.0
903;"";49520;"Borderlands 2";"2012-09-20";"Gearbox Software;Aspyr (Mac);Aspyr (Linux)";"2K;Aspyr (Mac);Aspyr (Linux)";"[1, 4]";19.99
904;"";49600;"Beat Hazard";"2010-04-15";"Cold Beam Games";"Cold Beam Games";"[1, 2]";6.99
905;"";49800;"Flight of the Icarus";"2010-05-12";"Muse Games";"Muse Games";"[1, 2]";3.99
906;"";49810;"CreaVures";"2011-02-23";"Muse Games";"Muse Games";"[2]";3.99
907;"";49900;"Plain Sight";"2010-04-05";"Beatnik Games";"Beatnik Games";"[1, 2]";3.99
908;"";50000;"Nimbus";"2010-10-25";"Noumenon Games";"Noumenon Games";"[2, 8]";5.99
909;"";50130;"Mafia II";"2011-03-22";"2K Czech;Feral Interactive (Mac)";"2K;Feral Interactive (Mac)";"[1]";19.99
910;"";50300;"Spec Ops: The Line";"2012-06-28";"YAGER";"2K;Missing Link Games";"[1, 9]";19.99
911;"";50510;"Burn Zombie Burn!";"2010-08-12";"doublesix";"P2 Games";"[1]";6.99
912;"";50910;"Professor Fizzwizzle and the Molten Mystery";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";4.99
913;"";50920;"Hidden Expedition: Amazon";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6, 2]";6.99
914;"";50930;"Hidden Expedition: Everest";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";6.99
915;"";50940;"Hidden Expedition: Titanic";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";6.99
916;"";50960;"Mystery Case Files: Huntsville™";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";6.99
917;"";50970;"Mystery Case Files: Madame Fate®";"2007-12-14";"Big Fish Games";"Big Fish Games";"[6]";4.99
918;"";50980;"Mystery Case Files: Prime Suspects™";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";4.99
919;"";50990;"Mystery Case Files: Ravenhearst®";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";6.99
920;"";51000;"Mystery Case Files: Return to Ravenhearst™";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";6.99
921;"";51010;"My Tribe";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6, 7]";6.99
922;"";51020;"Unwell Mel";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6]";4.99
923;"";51030;"Atlantis Sky Patrol";"2010-04-21";"Big Fish Games";"Big Fish Games";"[6, 2]";6.99
924;"";51060;"Drawn®: The Painted Tower";"2011-01-19";"Big Fish Studios";"Big Fish Games";"[9, 6]";6.99
925;"";55000;"Flotilla";"2010-04-01";"Blendo Games";"Blendo Games";"[9, 3]";6.99
926;"";55040;"Atom Zombie Smasher";"2011-03-14";"Blendo Games";"Blendo Games";"[2, 3]";6.99
927;"";55100;"Homefront";"2011-03-14";"Kaos Studios;Digital Extremes";"Deep Silver";"[1]";14.99
928;"";55110;"Red Faction®: Armageddon™";"2011-06-09";"Volition";"THQ Nordic";"[1]";14.99
929;"";55140;"MX vs. ATV Reflex";"2010-11-26";"Double Helix Games;Rainbow Studios;THQ Nordic";"THQ Nordic";"[8]";14.99
930;"";55150;"Warhammer 40,000: Space Marine";"2011-09-08";"Relic";"SEGA";"[1]";19.99
931;"";55230;"Saints Row: The Third";"2011-11-17";"Volition";"Deep Silver";"[1]";6.99
932;"";57000;"NyxQuest: Kindred Spirits";"2010-09-27";"Over the Top Games";"Over the Top Games";"[1, 9]";1.99
933;"";57200;"Puzzle Dimension";"2010-06-21";"Doctor Entertainment AB";"Doctor Entertainment AB";"[6, 2]";1.99
934;"";57300;"Amnesia: The Dark Descent";"2010-09-08";"Frictional Games";"Frictional Games";"[1, 2]";14.99
935;"";57620;"Patrician IV - Steam Special Edition";"2010-09-17";"Gaming Minds Studios";"Kalypso Media Digital";"[3]";9.99
936;"";57640;"Broken Sword: Director's Cut";"2010-09-02";"Revolution Software Ltd";"Revolution Software Ltd";"[9]";4.99
937;"";57650;"Dungeons";"2011-02-04";"Realmforge Studios";"Kalypso Media Digital";"[4, 3]";6.99
938;"";57680;"The First Templar - Steam Special Edition";"2011-05-12";"Haemimont Games";"Kalypso Media Digital";"[1, 9]";6.99
939;"";57690;"Tropico 4";"2011-09-01";"Haemimont Games";"Kalypso Media Digital";"[7, 3]";12.49
940;"";57700;"Who's That Flying?!";"2011-01-31";"Mediatonic";"Kalypso Media Digital";"[1, 2]";3.99
941;"";57740;"Jagged Alliance - Back in Action";"2012-02-08";"Coreplay GmbH;Bigmoon Studios";"THQ Nordic";"[4, 3]";14.99
942;"";57800;"Doc Clock: The Toasted Sandwich of Time";"2010-10-15";"Stickmen Studios";"Stickmen Studios";"[9, 2]";2.99
943;"";57900;"Duke Nukem Forever";"2011-06-09";"Gearbox Software";"2K";"[1]";14.99
944;"";58200;"Jolly Rover";"2010-06-07";"Brawsome";"Brawsome";"[9, 2]";6.99
945;"";58230;"MacGuffin's Curse";"2012-04-19";"Brawsome";"Brawsome";"[9, 2]";6.99
946;"";58400;"Turba";"2010-07-01";"Binary Takeover";"Binary Takeover";"[6, 2]";3.49
947;"";58520;"Blood Bowl - Legendary Edition";"2010-10-28";"Cyanide Studios";"Focus Home Interactive";"[13, 3]";7.99
948;"";58550;"A Game of Thrones - Genesis";"2011-09-28";"Cyanide Studios";"Focus Home Interactive;1C-SoftClub";"[3]";6.99
949;"";58560;"Runaway: A Twist of Fate";"2011-04-21";"Pendulo Studios";"Focus Home Interactive";"[9]";6.99
950;"";58570;"The Next BIG Thing";"2011-04-21";"Pendulo Studios";"Focus Home Interactive;1C-SoftClub";"[9]";6.99
951;"";58610;"Wargame: European Escalation";"2012-02-22";"Eugen Systems";"Eugen Systems";"[3]";7.99
952;"";60340;"Luxor: 5th Passage";"2011-01-25";"MumboJumbo";"MumboJumbo";"[1, 6]";6.99
